,text,labels
177,"She calmed down , and at the end of the conversation happened to mention that she gave her daughter some ant poison to eat in order to kill the ants .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
178,He says Thursday 's battle on the streets of Nuevo Laredo forced the closure to assess the security situation for employees and travelers .,O O B-tim O O O O O O B-geo I-geo O O O O O O O O O O O O O
179,The Senate approved the extension late Thursday .,O B-org O O O O B-tim O
180,"But the rights organization says most attacks appear to be directed at civilian areas such as hospitals , schools and businesses .",O O O O O O O O O O O O O O O O O O O O O O
181,"Zardari says relations between India and Pakistan should not be held hostage to the Kashmir situation , and that both countries can agree to disagree on the issue .",B-per O O O B-geo O B-geo O O O O O O O B-geo O O O O O O O O O O O O O O
182,"The White House says Mr. Bush will promote open markets , free trade and what it calls the "" consolidation of democracy "" in the region .",O B-org I-org O B-per I-per O O O O O O O O O O O O O O O O O O O O O
183,Iran 's main reformist party is accusing President Mahmoud Ahmadinejad of hurting the nation 's poor .,B-geo O O O O O O B-per I-per I-per O O O O O O O
184,"Police said the attack Thursday in the violent border town of Ciudad Juarez was a direct response to the arrest earlier in the day of Jesus Acosta Guerrero , a senior gang member linked to the Juarez cartel .",O O O O B-tim O O O O O O B-geo I-geo O O O O O O O O O O O O B-org I-org I-org O O O O O O O O B-geo O O
185,Mr. Moussa is in Iraq for his first visit since the fall of Saddam Hussein in 2003 .,B-per I-per O O B-geo O O O O O O O O B-geo I-geo O B-tim O
186,"But Qureia said Wednesday that reaching a peace agreement with Israel before Mr. Bush leaves office will take a "" miracle . """,O B-per O B-tim O O O O O O B-geo O B-per I-per O O O O O O O O O
187,"DRC government soldiers chased them out of some areas but clashes have continued , with U.N. peacekeepers aiding the government .",B-org O O O O O O O O O O O O O O B-geo O O O O O
188,The dollar was down against the yen but gained compared to the euro .,O O O O O O O O O O O O O O
189,U.N. spokeswoman Ariane Quentier said the world body condemns any type of violence aimed at derailing the democratic process in Afghanistan .,B-org O B-org I-org O O O O O O O O O O O O O O O O B-geo O
190,The reports said the envoy would try to convince Mr. Aristide to persuade his followers to stop fighting his foes and help stabilize Haiti before elections planned this year .,O O O O O O O O O B-per I-per O O O O O O O O O O O O B-geo O O O O O O
191,The U.S. Senate is expected to vote on it next month .,O B-org I-org O O O O O O O O O
192,U.S. officials in Beijing have announced that Chinese President Hu Jintao plans to visit the United States in April .,B-geo O O B-geo O O O B-gpe B-per I-per I-per O O O O B-geo I-geo B-tim I-tim O
193,The police chief says the men planned to target several government buildings and the police head office in Karachi .,O O O O O O O O O O O O O O O O O O B-geo O
194,Venezuelan President Hugo Chavez says he plans to raise taxes on foreign oil companies in Venezuela .,B-gpe B-per I-per I-per O O O O O O O O O O O B-geo O
195,"But the elections , themselves , were peaceful amid heavy security .",O O O O O O O O O O O O
196,A final vote is expected to take place Thursday .,O O O O O O O O B-tim O
197,Turkey 's military says troops killed four Kurdish guerrillas in operations Friday night near the border with northern Iraq .,B-geo O O O O O O O O O O B-tim I-tim O O O O O B-geo O
198,U.S. Deputy Secretary of State John Negroponte had visited the A.U. compound in Al-Fasher Saturday .,B-org O O O B-org B-per B-org O O O B-geo O O B-geo B-tim O
199,"A joint U.S. and EU statement Wednesday commended the Ethiopian people for the peaceful May 15 vote , but warned all parties to renounce violence and refrain from inflaming ethnic tensions .",O O B-geo O B-org O B-tim O O B-gpe O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O O
200,"If Democrats are successful again , Republicans say they will seek early next week to change Senate rules to limit filibusters , a parliamentary delaying procedure aimed at preventing a vote .",O O O O O O O O O O O O O O O O B-org O O O O O O O O O O O O O O O
201,Demonstrations are rare in Vietnam where the communist government keeps a tight lid on dissent .,O O O O B-geo O O O O O O O O O O O
202,"But good weather made remaining fields more bountiful , and the harvest declined just 2.4 percent .",O O O O O O O O O O O O O O O O O
203,Health officials in India have reported the country 's first death from the H1N1 swine flu virus .,O O O B-geo O O O O O O O O O O O O O O
204,"She had been scheduled to leave Saturday , but the trip was rescheduled so she could receive two days of hospital treatment for a stomach virus .",O O O O O O B-tim O O O O O O O O O O O O O O O O O O O O
205,"The ministry says the fighting , which also involved air support , took place early Thursday in Helmand province - a known Taleban stronghold .",O O O O O O O O O O O O O O O B-tim O B-geo O O O O B-org O O
206,"In 2003 , damage caused by loosened insulation was blamed for the disintegration of the Shuttle Columbia , killing seven astronauts .",O B-tim O O O O O O O O O O O O O O O O O O O O
207,U.N. peacekeepers and the interim government have been struggling to contain violence in Haiti since Mr. Aristide was removed from power in February 2004 .,B-org O O O O O O O O O O O O B-geo O B-per I-per O O O O O B-tim I-tim O
208,The company confirms it is seeking U.S. approval for the billion-dollar deal .,O O O O O O B-geo O O O O O O
209,The conflict pits rebels of African descent against pro-government Arab militiamen .,O O O O O B-gpe O O O B-gpe O O
210,The group was founded in 1997 with the aim of expending cooperation of the four members of the Commonwealth of Independent States .,O O O O O B-tim O O O O O O O O O O O O B-org I-org I-org I-org O
211,NATO officials say they plan to use smaller bombs in Afghanistan to limit the rise in civilian casualties .,B-org O O O O O O O O O B-geo O O O O O O O O
212,"The Navy says a missile destroyer , the USS Winston S. Churchill , and other U.S. Naval forces in the area located the pirate ship Saturday after receiving a report of a piracy attempt .",O B-org O O O O O O O B-per I-per I-per O O O B-org I-org O O O O O O O O B-tim O O O O O O O O O
213,"The winner of the July 2 election will replace President Vicente Fox , who by law can not seek a second six-year term .",O O O O B-tim I-tim I-tim O O B-per I-per I-per O O O O O O O O O B-tim I-tim O
214,Biden and his wife Jill are scheduled to meet outgoing Vice President Dick Cheney Thursday for a tour of the official vice presidential residence in Washington .,B-per O O O B-per O O O O O B-per I-per I-per I-per B-tim O O O O O O O O O O B-geo O
215,Tehran has also threatened to scale back trade ties with countries that supported the IAEA resolution .,B-org O O O O O O O O O O O O O B-org O O
216,"The Patriot Act expands the government 's power to obtain private records , conduct wiretaps and share information between agencies .",O B-art I-art O O O O O O O O O O O O O O O O O O
217,"It says although Iraqi police officers are increasingly visible on the streets , the effort to build up the forces has been a "" qualified success . """,O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O
218,Palestinian President Mahmoud Abbas met with Pope Benedict XVI at the Vatican Thursday .,B-gpe B-per I-per I-per O O O B-per I-per O O B-tim I-tim O
219,The 15-member council 's approval focuses on improving U.N. coordination with the Afghan government and NATO-led forces fighting Taliban insurgents .,O O O O O O O O B-geo O O O B-gpe O O O O O B-org O O
220,He was about 66 years old .,O O O O O O O
221,"Spider-Man 3 spun a solid gold web in Asia , setting box-office records in Japan , South Korea , and Hong Kong .",O O O O O O O O B-geo O O O O O B-geo O B-geo I-geo O O B-geo I-geo O
222,Official Chinese media have hailed the delegation 's visit as a step toward easing tensions between the mainland and Taiwan .,O B-gpe O O O O O O O O O O O O O O O O O B-geo O
223,"And leaders from several African countries praised the run-off as peaceful , transparent , free and fair .",O O O O B-gpe O O O O O O O O O O O O O
224,"An explosion during a parade of the militant Palestinian group Hamas has killed 15 people and wounded 80 others , including children , in the Gaza Strip .",O O O O O O O O B-gpe O B-org O O O O O O O O O O O O O O B-geo I-geo O
225,Turkish authorities say troops killed 10 Kurdish rebels in two operations since Monday .,B-gpe O O O O O O O O O O O B-tim O
226,France heavily subsidizes the islands to the great betterment of living standards .,B-geo O O O O O O O O O O O O
227,The popular 51-year-old leads public opinion polls ahead of the 2006 presidential race .,O O O O O O O O O O B-tim O O O
228,Pyongyang denies holding any war prisoners and says any South Korean citizens in its country defected voluntarily .,B-org O O O O O O O O B-org B-gpe O O O O O O O
229,"The amendment 's author , Florida Republican Connie Mack , said the U.S. broadcasts would offer what he called a consistently accurate , objective and comprehensive source of news to Venezuela .",O O O O O B-geo O B-per I-per O O O B-geo O O O O O O O O O O O O O O O O O B-geo O
230,"Reports say the two will lay plans for the activities of the regional trade area called the Bolivarian Alternative for the Americas , which includes Nicaragua , Bolivia , Venezuela and Cuba .",O O O O O O O O O O O O O O O O O B-org I-org O O B-org O O O B-geo O B-geo O B-geo O B-geo O
231,The total amount of cash he got from the drawer ?,O O O O O O O O O O O
232,"The World Health Organization says a massive shortfall of a key malaria drug will last well into next year , leaving poor countries with about half of what they need to fight the disease .",O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
233,Tajikistan is seeking WTO membership and has joined NATO 's Partnership for Peace .,B-gpe O O B-org O O O O B-org O B-org I-org I-org O
234,"He earlier yelled out "" long live Iraq , long live the Arab state . """,O O O O O O O B-geo O O O O B-gpe O O O
235,"Energy officials from India , Iran and Pakistan have failed to reach an agreement on a gas pricing formula for a multi-billion dollar joint pipeline project under consideration .",O O O B-geo O B-geo O B-geo O O O O O O O O O O O O O O O O O O O O O
236,She will give her final performance December 15 .,O O O O O O B-tim I-tim O
